description,location,date,bedroom,bathroom,price
3 bedroom semi-detached duplex for sale,"  Vantage Court, Bogije, Ibeju Lekki, Lagos",Added on 12 Aug 2020,3,4,"26,500,000"
4 bedroom detached duplex for sale,"  Oral Estate, Lekki, Lagos",Added on 26 Aug 2020,4,4,"68,000,000"
4 bedroom detached duplex for sale,"  Thomas Estate, Ajiwe, Ajah, Lagos",Added on 26 Aug 2020,4,4,"48,000,000"
4 bedroom semi-detached duplex for sale,"  Oral Estate, Lekki, Lagos",Added on 26 Aug 2020,4,4,"58,000,000"
5 bedroom detached duplex for sale,"  Chevron Alternative Route, Ikota, Lekki, Lagos",Added on 26 Aug 2020,5,5,"60,000,000"
4 bedroom detached duplex for sale,"  Thomas Estate, Ajiwe, Ajah, Lagos",Added on 26 Aug 2020,4,4,"50,000,000"
4 bedroom semi-detached duplex for sale,"  Ikate, Lekki, Lagos",Added on 26 Aug 2020,4,4,"80,000,000"
4 bedroom terraced duplex for sale,"  Orchid Hotel Road, Lekki Phase 1, Lekki, Lagos",Added on 26 Aug 2020,4,4,"40,000,000"
3 bedroom detached bungalow for sale,"  Close To Law School, Bwari, Abuja",Added on 26 Aug 2020,3,3,"16,000,000"
5 bedroom detached duplex for sale,"  Megamound Estate, Lekki Expressway, Lekki, Lagos",Added on 26 Aug 2020,5,5,"120,000,000"
?,"  Megamound Estate, Lekki Expressway, Lekki, Lagos",?,5,5,"120,000,000"
4 bedroom terraced duplex for sale,"  Chevron Drive, Ikate, Lekki, Lagos",Added on 26 Aug 2020,4,4,"47,000,000"
Terraced duplex for sale,"  2nd Toll Gate, Lekki, Lagos",Added on 26 Aug 2020,4,4,"48,000,000"
4 bedroom terraced duplex for sale,"  2nd Toll Gate, Lekki, Lagos",Added on 26 Aug 2020,4,4,"52,000,000"
4 bedroom detached duplex for sale,"  Ajah, Lagos",Added on 26 Aug 2020,4,4,"35,000,000"
5 bedroom detached duplex for sale,"  Chevy View Estate, Lekki, Lagos",Added on 26 Aug 2020,5,5,"110,000,000"
4 bedroom semi-detached duplex for sale,"  Osapa, Lekki Phase 1, Lekki, Lagos",Added on 26 Aug 2020,4,5,"65,000,000"
7 bedroom block of flats for sale,"  Ikorodu, Lagos",Added on 26 Aug 2020,7,12,"60,000,000"
5 bedroom detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 26 Aug 2020,5,6,"95,000,000"
4 bedroom terraced duplex for sale,"  Creek Avenue Court, Ikota, Lekki, Lagos",Added on 26 Aug 2020,4,4,"40,000,000"
4 bedroom semi-detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 26 Aug 2020,4,5,"60,000,000"
5 bedroom detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 26 Aug 2020,5,6,"100,000,000"
?,,?,,,
10 bedroom house for sale,"  Guzape District, Abuja",Added Yesterday,10,,"350,000,000"
5 bedroom detached duplex for sale,"  Off Awolowo Way, Ikeja, Lagos",Added on 26 Aug 2020,5,5,"130,000,000"
4 bedroom semi-detached duplex for sale,"  Osapa, Lekki Phase 1, Lekki, Lagos",Added on 26 Aug 2020,4,5,"70,000,000"
5 bedroom terraced duplex for sale,"  Banana Island, Ikoyi, Lagos",Added on 26 Aug 2020,5,5,"230,000,000"
3 bedroom detached bungalow for sale,"  Ibeshe, Ikorodu, Lagos",Added on 26 Aug 2020,3,6,"22,000,000"
5 bedroom detached duplex for sale,"  Osapa, Lekki, Lagos",Added on 26 Aug 2020,5,6,"89,000,000"
4 bedroom semi-detached duplex for sale,"  Orchid Road, Chevron, Lekki Phase 2, Lekki, Lagos",Added on 26 Aug 2020,4,4,"55,000,000"
4 bedroom terraced duplex for sale,"  Aguda, Surulere, Lagos",Added on 26 Aug 2020,4,4,"65,000,000"
5 bedroom detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 26 Aug 2020,5,5,"120,000,000"
4 bedroom detached duplex for sale,"  Chevron, Lekki Phase 2, Lekki, Lagos",Added on 26 Aug 2020,4,4,"75,000,000"
?,"  Chevron, Lekki Phase 2, Lekki, Lagos",?,4,4,"75,000,000"
4 bedroom detached duplex for sale,"  By Lagos Business School, Ajah, Lagos",Added on 26 Aug 2020,4,4,"48,500,000"
4 bedroom house for sale,"  Onosa, Ibeju Lekki, Lagos",Added on 26 Aug 2020,4,4,"28,000,000"
4 bedroom semi-detached duplex for sale,"  2nd Toll-gate, Lekki, Lagos",Added on 26 Aug 2020,4,4,"55,000,000"
5 bedroom detached duplex for sale,"  Oral Estate, Ikota, Lekki, Lagos",Added on 26 Aug 2020,5,5,"76,000,000"
3 bedroom detached duplex for sale,"  Maitama District, Abuja",Added on 26 Aug 2020,3,3,"752,000,000"
3 bedroom semi-detached duplex for sale,"  Ologolo, Lekki, Lagos",Added on 26 Aug 2020,3,3,"45,000,000"
4 bedroom semi-detached duplex for sale,"  Creek Avenue Court 2 Estate, Ikota, Lekki, Lagos",Added on 26 Aug 2020,4,4,"45,000,000"
2 bedroom detached bungalow for sale,"  Off Ada George Road, Obio-Akpor, Rivers",Added on 26 Aug 2020,2,3,"40,000,000"
5 bedroom detached duplex for sale,"  Osapa, Lekki, Lagos",Added on 26 Aug 2020,5,6,"85,000,000"
4 bedroom detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 26 Aug 2020,4,4,"55,000,000"
4 bedroom semi-detached duplex for sale,"  Agungi, Lekki, Lagos",Added on 26 Aug 2020,4,4,"52,000,000"
?,,?,,,
20 bedroom terraced duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 15 Aug 2020,20,4,"100,000,000"
3 bedroom detached duplex for sale,"  Ajose Street , Abraham Adesanya, Ogombo, Ajah, Lagos",Added on 26 Aug 2020,3,3,"38,000,000"
4 bedroom detached duplex for sale,"  Megamound Estate, Lekki, Lagos",Added on 26 Aug 2020,4,4,"110,000,000"
4 bedroom semi-detached duplex for sale,"  Chevron, Idado, Lekki, Lagos",Added on 26 Aug 2020,4,4,"54,000,000"
4 bedroom terraced duplex for sale,"  Ikota, Lekki, Lagos",Added on 26 Aug 2020,4,4,"35,000,000"
5 bedroom detached duplex for sale,"  Chevron Alternative, Lekki, Lagos",Added on 26 Aug 2020,5,5,"77,000,000"
5 bedroom detached duplex for sale,"  Chevron Alternative, Ikota, Lekki, Lagos",Added on 26 Aug 2020,5,5,"80,000,000"
4 bedroom semi-detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 26 Aug 2020,4,4,"50,000,000"
4 bedroom detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 26 Aug 2020,4,4,"55,000,000"
5 bedroom detached duplex for sale,"  Sikiru Alade Oloko Crescent, Lekki Phase 1, Lekki, Lagos",Added on 26 Aug 2020,5,4,"155,000,000"
?,"  Sikiru Alade Oloko Crescent, Lekki Phase 1, Lekki, Lagos",?,5,4,"155,000,000"
4 bedroom semi-detached bungalow for sale,"  Orchid Road, Ikota, Lekki, Lagos",Added on 26 Aug 2020,4,4,"50,000,000"
4 bedroom semi-detached duplex for sale,"  Ikeja GRA, Ikeja, Lagos",Added on 26 Aug 2020,4,4,"165,000,000"
4 bedroom detached duplex for sale,"  Orchid Road, Ikota, Lekki, Lagos",Added on 26 Aug 2020,4,4,"60,000,000"
4 bedroom detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 26 Aug 2020,4,4,"72,000,000"
6 bedroom detached duplex for sale,"  Asokoro District, Abuja",Added on 26 Aug 2020,6,6,"930,000,000"
5 bedroom detached duplex for sale,"  Chevron, Lekki, Lagos",Added on 26 Aug 2020,5,5,"130,000,000"
4 bedroom terraced duplex for sale,"  Lekki-palms Estate, Ado-langbasa Road, Ado, Ajah, Lagos",Added on 26 Aug 2020,4,4,"45,000,000"
4 bedroom semi-detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 26 Aug 2020,4,4,"44,000,000"
2 bedroom block of flats for sale,"  By Morning Star Estate Labora., Abijo, Lekki, Lagos",Added on 26 Aug 2020,2,6,"12,000,000"
5 bedroom semi-detached duplex for sale,"  Artican Estate, Abraham Adesanya, Ajah, Lagos",Added on 26 Aug 2020,5,7,"34,000,000"
Detached duplex for sale,"  Peninsula Estate, Ajah, Lagos",Added on 26 Aug 2020,5,7,"55,000,000"
?,,?,,,
2 bedroom terraced duplex for sale,"  Abijo Gra, VGC, Lekki, Lagos",Added on 23 Aug 2020,2,2,"15,000,000"
5 bedroom detached bungalow for sale,"  Iyanganku Gra, Ibadan South-West, Oyo",Added on 26 Aug 2020,5,2,"195,000,000"
4 bedroom terraced duplex for sale,"  New Bodija, Ibadan, Oyo",Added on 26 Aug 2020,4,4,"35,000,000"
5 bedroom detached duplex for sale,"  Idado, Lekki, Lagos",Added on 26 Aug 2020,5,5,"68,000,000"
6 bedroom detached duplex for sale,"  Admiralty Way, Lekki Phase 1, Lekki, Lagos",Added on 26 Aug 2020,6,6,"250,000,000"
4 bedroom semi-detached duplex for sale,"  Idado Estate, Idado, Lekki, Lagos",Added on 26 Aug 2020,4,4,"57,000,000"
4 bedroom terraced duplex for sale,"  Old Ikoyi, Ikoyi, Lagos",Added on 26 Aug 2020,4,4,"220,000,000"
2 bedroom block of flats for sale,"  Esther Osiyemi Street Ilupeju, Ilupeju, Lagos",Added on 26 Aug 2020,2,2,"45,148,688"
5 bedroom detached duplex for sale,"  Chevy View Estate (chevron Axis), Lekki, Lagos",Added on 26 Aug 2020,5,5,"120,000,000"
4 bedroom detached duplex for sale,"  Maletaalafia, Imalete Alafia, Ibeju Lekki, Lagos",Added on 25 Aug 2020,4,4,"45,000,000"
?,"  Maletaalafia, Imalete Alafia, Ibeju Lekki, Lagos",?,4,4,"45,000,000"
3 bedroom terraced duplex for sale,"  After Efab Queens Estate, Gwarinpa, Abuja",Added on 25 Aug 2020,3,3,"50,000,000"
5 bedroom detached duplex for sale,"  Thomas, Ajiwe, Ajah, Lagos",Added on 25 Aug 2020,5,5,"62,000,000"
5 bedroom detached duplex for sale,"  Lekki County, Ikota, Lekki Phase 2, Lekki, Lagos",Added on 25 Aug 2020,5,5,"120,000,000"
5 bedroom terraced duplex for sale,"  Peninsular Garden Estate, Sangotedo, Ajah, Lagos",Added on 25 Aug 2020,5,5,"50,000,000"
5 bedroom detached duplex for sale,"  Orchid Road, Lkota, Lekki Phase 2, Lekki, Lagos",Added on 25 Aug 2020,5,5,"95,000,000"
3 bedroom detached bungalow for sale,"  Sahara 2, Lokogoma District, Abuja",Added on 25 Aug 2020,3,3,"30,000,000"
4 bedroom detached duplex for sale,"  Kolapo Ishola Gra, General Gas Axis, Akobo, Ibadan, Oyo",Added on 25 Aug 2020,4,5,"40,000,000"
5 bedroom house for sale,"  Orchid, Ikota, Lekki Phase 2, Lekki, Lagos",Added on 25 Aug 2020,5,5,"100,000,000"
4 bedroom detached duplex for sale,"  Gowon Estate, Egbeda, Alimosho, Lagos",Added on 25 Aug 2020,4,4,"36,000,000"
4 bedroom detached duplex for sale,"  Around Chevron, Lekki Expressway, Lekki, Lagos",Added on 25 Aug 2020,4,4,"55,000,000"
7 bedroom detached duplex for sale,"  Ajuwon, Ajuwon, Ifo, Ogun",Added on 25 Aug 2020,7,7,"36,000,000"
?,,?,,,
3 bedroom terraced duplex for sale,"  Airport Road., Lugbe District, Abuja",Added on 08 Jul 2020,3,,"23,100,000"
5 bedroom detached duplex for sale,"  GRA, Magodo, Lagos",Added on 25 Aug 2020,5,5,"150,000,000"
6 bedroom detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 25 Aug 2020,6,5,"250,000,000"
5 bedroom house for sale,"  Lekki County Home, Lekki Phase 2, Lekki, Lagos",Added on 25 Aug 2020,5,5,"95,000,000"
4 bedroom semi-detached duplex for sale,"  Allen, Ikeja, Lagos",Added on 25 Aug 2020,4,4,"65,000,000"
4 bedroom detached duplex for sale,"  Chevron, Lekki, Lagos",Added on 25 Aug 2020,4,4,"75,000,000"
4 bedroom semi-detached duplex for sale,"  Chevron, Lekki Phase 2, Lekki, Lagos",Added on 25 Aug 2020,4,4,"45,000,000"
4 bedroom detached duplex for sale,"  Chevron, Lekki Phase 2, Lekki, Lagos",Added on 25 Aug 2020,4,4,"75,000,000"
5 bedroom terraced duplex for sale,"  Ikate, Lekki, Lagos",Added on 25 Aug 2020,5,6,"120,000,000"
4 bedroom semi-detached duplex for sale,"  Awolowo Way, Close To Allen Junction, Ikeja, Lagos",Added on 25 Aug 2020,4,4,"65,000,000"
?,"  Awolowo Way, Close To Allen Junction, Ikeja, Lagos",?,4,4,"65,000,000"
5 bedroom detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 25 Aug 2020,5,5,"90,000,000"
4 bedroom detached duplex for sale,"  Old Ikoyi, Ikoyi, Lagos",Added on 25 Aug 2020,4,4,"250,000,000"
4 bedroom house for sale,"  Off Bourdillon Road, Ikoyi, Lagos",Added on 25 Aug 2020,4,4,"350,000,000"
4 bedroom semi-detached duplex for sale,"  Chevron, Lekki Phase 2, Lekki, Lagos",Added on 25 Aug 2020,4,4,"55,000,000"
3 bedroom house for sale,"  Osborne Foreshore, Osborne, Ikoyi, Lagos",Added on 25 Aug 2020,3,3,"120,000,000"
5 bedroom detached duplex for sale,"  Asokoro District, Abuja",Added on 25 Aug 2020,5,5,"850,000,000"
5 bedroom terraced duplex for sale,"  Banana Island, Ikoyi, Lagos",Added on 25 Aug 2020,5,5,"230,000,000"
5 bedroom detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 25 Aug 2020,5,5,"350,000,000"
5 bedroom detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 25 Aug 2020,5,5,"130,000,000"
5 bedroom detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 25 Aug 2020,5,5,"320,000,000"
4 bedroom detached bungalow for sale,"  Off Dbs Road, Gra, Asaba, Delta",Added on 25 Aug 2020,4,5,"25,000,000"
?,,?,,,
3 bedroom semi-detached duplex for sale,"  Vantage Court, Bogije, Ibeju Lekki, Lagos",Added on 12 Aug 2020,3,4,"26,500,000"
4 bedroom detached duplex for sale,"  Lekki Phase 2, Lekki, Lagos",Added on 25 Aug 2020,4,4,"75,000,000"
4 bedroom semi-detached duplex for sale,"  Osapa, Lekki, Lagos",Added on 25 Aug 2020,4,4,"70,000,000"
4 bedroom detached duplex for sale,"  Agungi, Lekki, Lagos",Added on 25 Aug 2020,4,4,"68,000,000"
5 bedroom detached duplex for sale,"  Lekki Phase 2, Lekki, Lagos",Added on 25 Aug 2020,5,5,"90,000,000"
4 bedroom semi-detached duplex for sale,"  Lekki Expressway, Lekki, Lagos",Added on 25 Aug 2020,4,4,"48,000,000"
4 bedroom detached duplex for sale,"  Peninsula Garden Estate By Blenco Supermarket, Olokonla, Ajah, Lagos",Added on 25 Aug 2020,4,4,"55,000,000"
4 bedroom house for sale,"  Sangotedo, Ajah, Lagos",Added on 25 Aug 2020,4,5,"40,000,000"
3 bedroom terraced duplex for sale,"  2nd Toll Gate, Orchid Road, Ikota, Lekki, Lagos",Added on 25 Aug 2020,3,3,"36,000,000"
4 bedroom terraced duplex for sale,"  2nd Toll Gate, Orchid Road, Ikota, Lekki, Lagos",Added on 25 Aug 2020,4,4,"40,000,000"
?,"  2nd Toll Gate, Orchid Road, Ikota, Lekki, Lagos",?,4,4,"40,000,000"
4 bedroom terraced duplex for sale,"  Ikota, Lekki, Lagos",Added on 25 Aug 2020,4,4,"40,000,000"
5 bedroom detached duplex for sale,"  Northern Foreshore Estate, Lekki Expressway, Lekki, Lagos",Added on 25 Aug 2020,5,6,"200,000,000"
3 bedroom semi-detached duplex for sale,"  Ilaje, Ajah, Lagos",Added on 25 Aug 2020,3,3,"25,000,000"
5 bedroom detached duplex for sale,"  Lekki Phase 2, Lekki, Lagos",Added on 25 Aug 2020,5,6,"130,000,000"
5 bedroom detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 25 Aug 2020,5,6,"260,000,000"
4 bedroom terraced duplex for sale,"  Off Adelabu Road, Adelabu, Surulere, Lagos",Added on 25 Aug 2020,4,4,"65,000,000"
4 bedroom detached duplex for sale,"  Omole Phase 1, Ikeja, Lagos",Added on 25 Aug 2020,4,4,"100,000,000"
5 bedroom house for sale,"  Omole Phase 1, Ikeja, Lagos",Added on 25 Aug 2020,5,4,"135,000,000"
5 bedroom house for sale,"  Lekki Phase 2, Lekki, Lagos",Added on 25 Aug 2020,5,6,"70,000,000"
4 bedroom semi-detached duplex for sale,"  Phase 1, Magodo, Lagos",Added on 25 Aug 2020,4,6,"70,000,000"
2 bedroom block of flats for sale,"  Chevron, Lekki, Lagos",Added on 25 Aug 2020,2,6,"26,500,000"
?,,?,,,
3 bedroom semi-detached duplex for sale,"  Vantage Court, Bogije, Ibeju Lekki, Lagos",Added on 12 Aug 2020,3,4,"26,500,000"
5 bedroom detached duplex for sale,"  Sangotedo, Ajah, Lagos",Added on 25 Aug 2020,5,5,"55,000,000"
4 bedroom semi-detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 25 Aug 2020,4,5,"44,000,000"
5 bedroom detached duplex for sale,"  Agungi, Lekki, Lagos",Added on 25 Aug 2020,5,5,"70,000,000"
5 bedroom detached duplex for sale,"  Phase 2, Magodo, Lagos",Added on 25 Aug 2020,5,5,"165,000,000"
6 bedroom detached duplex for sale,"  Asokoro Estate, Asokoro District, Abuja",Added on 25 Aug 2020,6,6,"930,000,000"
5 bedroom detached duplex for sale,"  Agungi, Lekki, Lagos",Added on 25 Aug 2020,5,5,"70,000,000"
6 bedroom house for sale,"  Osapa, Lekki, Lagos",Added on 25 Aug 2020,6,5,"270,000,000"
4 bedroom terraced duplex for sale,"  Conoil Area, Ikate Elegushi, Lekki, Lagos",Added on 25 Aug 2020,4,3,"84,000,000"
4 bedroom detached duplex for sale,"  Magodo Brooks, GRA, Magodo, Lagos",Added on 25 Aug 2020,4,3,"120,000,000"
?,"  Magodo Brooks, GRA, Magodo, Lagos",?,4,3,"120,000,000"
4 bedroom terraced duplex for sale,"  Lekki, Lagos",Added on 25 Aug 2020,4,4,"65,000,000"
4 bedroom detached duplex for sale,"  Mega Mound Estate, Ikota, Lekki, Lagos",Added on 25 Aug 2020,4,4,"90,000,000"
4 bedroom detached duplex for sale,"  Emerald Estate, Before Trademore Estate., Lugbe District, Abuja",Added on 25 Aug 2020,4,4,"45,000,000"
2 bedroom detached duplex for sale,"  Bukuru-angodi Street, Sabon Bariki, Jos South, Plateau",Added on 25 Aug 2020,2,7,"45,000,000"
4 bedroom detached duplex for sale,"  Gated Estate, New Oko-Oba, Agege, Lagos",Added on 25 Aug 2020,4,4,"85,000,000"
4 bedroom detached duplex for sale,"  Murtala Eletu Street, Osapa, Lekki, Lagos",Added on 25 Aug 2020,4,4,"45,000,000"
4 bedroom detached duplex for sale,"  Mega Mound Estate, Ikota, Lekki, Lagos",Added on 25 Aug 2020,4,4,"110,000,000"
5 bedroom detached duplex for sale,"  Kapwa-baby Love Road, Villay Estate, FHA (F.H.A), Lugbe District, Abuja",Added on 25 Aug 2020,5,7,"110,000,000"
4 bedroom terraced duplex for sale,"  Chevron, Lekki Phase 2, Lekki, Lagos",Added on 25 Aug 2020,4,4,"65,000,000"
5 bedroom detached duplex for sale,"  Chevron, Lekki Phase 2, Lekki, Lagos",Added on 25 Aug 2020,5,5,"75,000,000"
3 bedroom terraced bungalow for sale,"  Maba/ Aseese Off Road Rccg, Berger, Arepo, Ogun",Added on 25 Aug 2020,3,4,"18,000,000"
?,,?,,,
4 bedroom terraced duplex for sale,"  Behind Minister's Quarters, Opposite Mobil, Mabuchi, Abuja",Added on 27 Oct 2019,4,4,"54,000,000"
4 bedroom semi-detached duplex for sale,"  Chevron, Lekki Phase 2, Lekki, Lagos",Added on 25 Aug 2020,4,4,"60,000,000"
5 bedroom detached duplex for sale,"  Osapa, Lekki, Lagos",Added on 25 Aug 2020,5,5,"105,000,000"
5 bedroom detached duplex for sale,"  Chevron, Lekki Phase 2, Lekki, Lagos",Added on 25 Aug 2020,5,5,"80,000,000"
5 bedroom detached duplex for sale,"  Ikota Villa Estate, Ikota, Lekki, Lagos",Added on 25 Aug 2020,5,5,"115,000,000"
5 bedroom detached duplex for sale,"  Lokogoma District, Abuja",Added on 25 Aug 2020,5,5,"160,000,000"
3 bedroom block of flats for sale,"  Government Allocation, Mpape, Abuja",Added on 25 Aug 2020,3,5,"100,000,000"
5 bedroom detached duplex for sale,"  Pinnock Beach Estate, Lekki Phase 2, Lekki, Lagos",Added on 25 Aug 2020,5,5,"280,000,000"
5 bedroom detached duplex for sale,"  Pinnock Beach Estate, Lekki, Lagos",Added on 25 Aug 2020,5,5,"380,000,000"
3 bedroom block of flats for sale,"  Magodo Isheri Phase 1, Magodo, Lagos",Added on 25 Aug 2020,3,3,"150,000,000"
?,"  Magodo Isheri Phase 1, Magodo, Lagos",?,3,3,"150,000,000"
3 bedroom detached bungalow for sale,"  Jericho Gra, Jericho, Ibadan, Oyo",Added on 25 Aug 2020,3,3,"10,000,000"
4 bedroom detached duplex for sale,"  Ajiwe, Ajah, Lagos",Added on 25 Aug 2020,4,4,"50,000,000"
5 bedroom terraced duplex for sale,"  Opic, Isheri North, Lagos",Added on 25 Aug 2020,5,4,"80,000,000"
4 bedroom semi-detached duplex for sale,"  Thomas Estate, Ajiwe, Ajah, Lagos",Added on 25 Aug 2020,4,4,"37,000,000"
4 bedroom detached duplex for sale,"  Pinnock Beach Estate, Lekki Phase 1, Lekki, Lagos",Added on 25 Aug 2020,4,4,"280,000,000"
4 bedroom semi-detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 25 Aug 2020,4,4,"54,000,000"
4 bedroom terraced duplex for sale,"  Opebi, Ikeja, Lagos",Added on 25 Aug 2020,4,5,"50,000,000"
5 bedroom detached duplex for sale,"  Chevron, Lekki Phase 2, Lekki, Lagos",Added on 25 Aug 2020,5,5,"70,000,000"
5 bedroom detached duplex for sale,"  Parkview, Ikoyi, Lagos",Added on 25 Aug 2020,5,5,"450,000,000"
4 bedroom terraced duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 25 Aug 2020,4,4,"120,000,000"
3 bedroom block of flats for sale,"  Onikoyi,off Banana Island Road., Ikoyi, Lagos",Added on 25 Aug 2020,3,3,"160,000,000"
?,,?,,,
5 bedroom house for sale,"  Ikate, Lekki, Lagos",Added on 26 Aug 2020,5,6,"130,000,000"
4 bedroom semi-detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 25 Aug 2020,4,4,"130,000,000"
3 bedroom detached bungalow for sale,"  Abec Road, Off Nvigwe Road, Woji, Port Harcourt, Rivers",Added on 25 Aug 2020,3,4,"35,000,000"
4 bedroom semi-detached duplex for sale,"  Chevron, Lekki Phase 2, Lekki, Lagos",Added on 25 Aug 2020,4,4,"55,000,000"
4 bedroom semi-detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 25 Aug 2020,4,4,"130,000,000"
4 bedroom semi-detached duplex for sale,"  Lekki Garden Estate, Ajah, Lagos",Added on 25 Aug 2020,4,4,"35,000,000"
5 bedroom detached duplex for sale,"  Lekki, Lagos",Added on 25 Aug 2020,5,5,"900,000"
4 bedroom terraced duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 25 Aug 2020,4,4,"140,000,000"
5 bedroom semi-detached duplex for sale,"  Meadow Hall Way, Ikate, Lekki, Lagos",Added on 25 Aug 2020,5,5,"57,000,000"
3 bedroom terraced duplex for sale,"  Percs Estate, Lokogoma District, Abuja",Added on 25 Aug 2020,3,3,"35,000,000"
?,"  Percs Estate, Lokogoma District, Abuja",?,3,3,"35,000,000"
5 bedroom detached duplex for sale,"  By Meadow Hall School, Ikate, Lekki, Lagos",Added on 25 Aug 2020,5,5,"80,000,000"
5 bedroom detached duplex for sale,"  Omole Phase 1, Ikeja, Lagos",Added on 25 Aug 2020,5,6,"125,000,000"
5 bedroom house for sale,"  Banana Island, Ikoyi, Lagos",Added on 25 Aug 2020,5,6,"950,000,000"
4 bedroom detached bungalow for sale,"  Odogunyan, Ikorodu, Lagos",Added on 25 Aug 2020,4,4,"15,000,000"
2 bedroom block of flats for sale,"  Agungi, Lekki, Lagos",Added on 25 Aug 2020,2,2,"24,000,000"
5 bedroom detached duplex for sale,"  Megamound, Ikota, Lekki, Lagos",Added on 25 Aug 2020,5,5,"120,000,000"
5 bedroom detached duplex for sale,"  Badore, Ajah, Lagos",Added on 25 Aug 2020,5,5,"85,000,000"
4 bedroom semi-detached duplex for sale,"  Osapa, Lekki, Lagos",Added on 25 Aug 2020,4,4,"150,000,000"
4 bedroom semi-detached duplex for sale,"  Osapa, Lekki, Lagos",Added on 25 Aug 2020,4,4,"68,000,000"
5 bedroom detached duplex for sale,"  Chevyview Estate, Lekki, Lagos",Added on 25 Aug 2020,5,5,"90,000,000"
5 bedroom detached duplex for sale,"  Osborne, Ikoyi, Lagos",Added on 25 Aug 2020,5,5,"300,000,000"
?,,?,,,
4 bedroom semi-detached duplex for sale,"  Chevron Drive, Lekki, Lagos",Added on 07 Aug 2020,4,6,"55,000,000"
5 bedroom detached duplex for sale,"  Chevy View Estate, Lekki, Lagos",Added on 25 Aug 2020,5,6,"130,000,000"
4 bedroom semi-detached duplex for sale,"  Chevron, Lekki, Lagos",Added on 25 Aug 2020,4,4,"70,000,000"
3 bedroom semi-detached duplex for sale,"  Agungi, Lekki, Lagos",Added on 25 Aug 2020,3,4,"35,000,000"
3 bedroom block of flats for sale,"  Agungi, Lekki, Lagos",Added on 25 Aug 2020,3,3,"29,000,000"
3 bedroom house for sale,"  Sahara Estate, Lokogoma District, Abuja",Added on 25 Aug 2020,3,3,"35,000,000"
5 bedroom terraced duplex for sale,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",Added on 25 Aug 2020,5,5,"150,000,000"
4 bedroom terraced duplex for sale,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",Added on 25 Aug 2020,4,5,"130,000,000"
5 bedroom detached duplex for sale,"  6th Avenue, Gwarinpa, Abuja",Added on 25 Aug 2020,5,7,"90,000,000"
5 bedroom detached duplex for sale,"  Oroworukwo, Port Harcourt, Rivers",Added on 25 Aug 2020,5,7,"78,000,000"
?,"  Oroworukwo, Port Harcourt, Rivers",?,5,7,"78,000,000"
4 bedroom detached duplex for sale,"  Divine Homes, Ajiwe, Ajah, Lagos",Added on 25 Aug 2020,4,4,"36,000,000"
3 bedroom detached bungalow for sale,"  Blues Stone Treasure Estate, Obafemi Owode, Ogun",Added on 25 Aug 2020,3,3,"15,000,000"
4 bedroom detached duplex for sale,"  County Estate, Lekki Expressway, Lekki, Lagos",Added on 25 Aug 2020,4,4,"75,000,000"
5 bedroom detached duplex for sale,"  Lekki, Lagos",Added on 24 Aug 2020,5,4,"70,000,000"
5 bedroom detached duplex for sale,"  Asokoro District, Abuja",Added on 24 Aug 2020,5,5,"260,000,000"
4 bedroom detached bungalow for sale,"  Hope Ville Estate Opp Sbi Hotel Alfa Bus Stop, Sangotedo, Ajah, Lagos",Added on 24 Aug 2020,4,4,"28,000,000"
5 bedroom detached duplex for sale,"  Orchid Road Opposite Chevron, Ikota, Lekki, Lagos",Added on 24 Aug 2020,5,5,"73,000,000"
5 bedroom semi-detached duplex for sale,"  Ikate, Lekki, Lagos",Added on 24 Aug 2020,5,5,"220,000,000"
5 bedroom terraced duplex for sale,"  Banana Island, Ikoyi, Lagos",Added on 24 Aug 2020,5,5,"230,000,000"
4 bedroom semi-detached duplex for sale,"  Orchid Road, Opp Chevron, Ikota, Lekki, Lagos",Added on 24 Aug 2020,4,4,"55,000,000"
4 bedroom detached bungalow for sale,"  Bethel Estate, Akure, Ondo",Added on 24 Aug 2020,4,4,"50,000,000"
?,,?,,,
