description,location,date,bedroom,bathroom,price
4 bedroom detached duplex for sale,"  Chevron, Lekki, Lagos",Added on 24 Dec 2019,4,4,"60,000,000"
4 bedroom detached duplex for sale,"  Osapa, Lekki, Lagos",Added on 24 Dec 2019,4,5,"65,000,000"
3 bedroom block of flats for sale,"  Folusho Street Off Church Street, Agbelekale, Abule-egba, Alimosho, Lagos",Added on 24 Dec 2019,3,2,"35,000,000"
18 bedroom detached duplex for sale,"  Kilo, Surulere, Lagos",Added on 24 Dec 2019,18,18,"65,000,000"
5 bedroom detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 10 Jul 2019,5,6,"245,000,000"
5 bedroom detached duplex for sale,"  Chevron, Chevy View Estate, Lekki, Lagos",Added on 06 Dec 2019,5,5,"380,000,000"
?,,?,,,
4 bedroom terraced duplex for sale,"  Chevron, Lekki Expressway, Lekki, Lagos",Added on 28 Feb 2020,4,4,"55,000,000"
4 bedroom terraced duplex for sale,"  Lekki County, Ikota Villa Estate, Lekki, Lagos",Added on 24 Dec 2019,4,4,"37,000,000"
4 bedroom semi-detached duplex for sale,"  Ilaje, Ajah, Lagos",Added on 13 Apr 2019,4,4,"45,000,000"
5 bedroom semi-detached duplex for sale,"  Banana Island, Ikoyi, Lagos",Added on 24 Dec 2019,5,5,"550,000,000"
4 bedroom detached duplex for sale,"  Lekki Phase 3 Sangotedo Lagos, Magodo, Lagos",Added on 24 Dec 2019,4,4,"40,000,000"
4 bedroom semi-detached duplex for sale,"  Agungi, Lekki, Lagos",Added on 23 Dec 2019,4,4,"65,000,000"
4 bedroom terraced duplex for sale,"  Alausa, Ikeja, Lagos",Added on 23 Dec 2019,4,4,"68,000,000"
5 bedroom semi-detached duplex for sale,"  Mende, Maryland, Lagos",Added on 20 Dec 2019,5,5,"50,000,000"
5 bedroom detached duplex for sale,"  Off Alexander, Old Ikoyi, Ikoyi, Lagos",Added on 23 Dec 2019,5,5,"450,000,000"
3 bedroom detached bungalow for sale,"  Parapo Very Close To The Express, Awoyaya, Ibeju Lekki, Lagos",Added on 23 Dec 2019,3,3,"14,000,000"
?,"  Parapo Very Close To The Express, Awoyaya, Ibeju Lekki, Lagos",?,3,3,"14,000,000"
4 bedroom terraced duplex for sale,"  Parkview, Parkview, Ikoyi, Lagos",Added on 23 Dec 2019,4,4,"125,000,000"
4 bedroom terraced duplex for sale,"  Thomas Estate, Ajah, Lagos",Added on 11 Dec 2019,4,4,"49,000,000"
4 bedroom terraced duplex for sale,"  Meadow Hall School Road, Ikate Elegushi, Lekki, Lagos",Added on 24 Nov 2019,4,4,"50,000,000"
4 bedroom detached duplex for sale,"  Audrey Court Palmgrove Estate, Palmgrove, Ilupeju, Lagos",Added on 23 Dec 2019,4,5,"85,000,000"
4 bedroom semi-detached duplex for sale,"  Golden Spring Estate, Lokogoma District, Abuja",Added on 03 Jul 2019,4,4,"35,000,000"
10 bedroom detached duplex for sale,"  Asokoro District, Abuja",Added on 23 Sep 2019,10,10,"1,000,000,000"
6 bedroom detached bungalow for sale,"  Akala Expressway, New Garage, Challenge, Ibadan, Oyo",Added on 23 Dec 2019,6,4,"35,000,000"
4 bedroom detached duplex for sale,"  Osapa, Lekki, Lagos",Added on 23 Dec 2019,4,4,"65,000,000"
6 bedroom terraced bungalow for sale,"  Iletuntun Area After Nihort, Ibadan, Oyo",Added on 03 Sep 2019,6,8,"16,000,000"
4 bedroom semi-detached duplex for sale,"  Charltongate Estate, Akobo, Ibadan, Oyo",Added on 01 Jun 2019,4,5,"60,000,000"
2 bedroom house for sale,"  Oluyole Estate, Ibadan, Oyo",Added on 29 Apr 2019,2,2,"37,000,000"
?,,?,,,
4 bedroom semi-detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 20 Jul 2020,4,4,"120,000,000"
4 bedroom semi-detached duplex for sale,"  Crown Estate, Ajah, Lagos",Added on 23 Dec 2019,4,4,"85,000,000"
10 bedroom block of flats for sale,"  Idafa, Maya, Ikorodu, Lagos",Added on 23 Dec 2019,10,10,"14,000,000"
4 bedroom detached duplex for sale,"  Maitama District, Abuja",Added on 29 Oct 2019,4,6,"220,000,000"
Detached bungalow for sale,"  1, Prince Dayo Alao Close Ojokoro, Ijaiye, Lagos",Added on 22 Dec 2019,4,6,"35,000,000"
4 bedroom terraced duplex for sale,"  Katampe, Abuja",Added on 10 Dec 2018,4,6,"73,000,000"
4 bedroom semi-detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 22 Dec 2019,4,6,"60,000,000"
6 bedroom terraced duplex for sale,"  Guzape District, Abuja",Added on 22 Dec 2019,6,6,"120,000,000"
4 bedroom detached duplex for sale,"  Fola Osibo Street, Lekki Phase 1, Lekki, Lagos",Added on 22 Dec 2019,4,4,"125,000,000"
24 bedroom block of flats for sale,"  Ire Akari, Sango Ota, Ogun",Added on 22 Dec 2019,24,2,"18,000,000"
?,"  Ire Akari, Sango Ota, Ogun",?,24,2,"18,000,000"
3 bedroom house for sale,"  Lekki, Lagos",Added on 16 Dec 2019,3,2,"23,067,000"
5 bedroom semi-detached duplex for sale,"  Phase1, GRA, Magodo, Lagos",Added on 21 Dec 2019,5,2,"70,000,000"
2 bedroom detached bungalow for sale,"  Alogba Estate, Ebute, Ikorodu, Lagos",Added on 21 Dec 2019,2,2,"15,000,000"
5 bedroom semi-detached duplex for sale,"  Banana Island, Ikoyi, Lagos",Added on 11 Jul 2019,5,5,"350,000,000"
4 bedroom terraced duplex for sale,"  Banana Island Estate, Banana Island, Ikoyi, Lagos",Added on 20 Dec 2019,4,5,"250,000,000"
4 bedroom detached duplex for sale,"  Ajah, Lagos",Added on 21 Dec 2019,4,4,"60,000,000"
3 bedroom detached bungalow for sale,"  Gwarinpa, Abuja",Added on 21 Dec 2019,3,4,"40,000,000"
4 bedroom detached bungalow for sale,"  Okpaka Warri, Warri, Delta",Added on 21 Dec 2019,4,4,"35,000,000"
2 bedroom terraced duplex for sale,"  Close To Lbs, Sangotedo, Ajah, Lagos",Added on 21 Dec 2019,2,2,"26,000,000"
4 bedroom detached bungalow for sale,"  Mab Global Estate, Gwarinpa, Abuja",Added on 21 Dec 2019,4,4,"55,000,000"
5 bedroom semi-detached duplex for sale,"  Banana Island, Ikoyi, Lagos",Added on 20 Jun 2019,5,6,"450,000,000"
?,,?,,,
10 bedroom house for sale,"  Guzape District, Abuja",Added on 27 Aug 2020,10,,"350,000,000"
2 bedroom block of flats for sale,"  Rumuodara Portharcourt., Rumuodara, Port Harcourt, Rivers",Added on 20 Dec 2019,2,3,"135,000,000"
4 bedroom semi-detached duplex for sale,"  Thomas Estate, Ajah, Lagos",Added on 11 Apr 2019,4,4,"48,000,000"
4 bedroom semi-detached duplex for sale,"  Chevy View Estate, Lekki, Lagos",Added on 31 Oct 2019,4,4,"65,000,000"
4 bedroom semi-detached duplex for sale,"  Osapa, Lekki, Lagos",Added on 27 Jul 2019,4,4,"65,000,000"
2 bedroom detached duplex for sale,"  Off Nnpc Bus Stop, Ejigbo, Lagos",Added on 20 Dec 2019,2,10,"50,000,000"
4 bedroom semi-detached duplex for sale,"  Lafiaji, Lekki, Lagos",Added on 29 Nov 2019,4,4,"55,000,000"
5 bedroom detached duplex for sale,"  Lafiaji, Lekki, Lagos",Added on 02 Jul 2019,5,5,"77,000,000"
5 bedroom detached duplex for sale,"  Chevron, Lekki, Lagos",Added on 28 Jan 2019,5,5,"90,000,000"
3 bedroom terraced duplex for sale,"  Ikota Villa Estate, Lekki, Lagos",Added on 26 Aug 2019,3,3,"38,000,000"
?,"  Ikota Villa Estate, Lekki, Lagos",?,3,3,"38,000,000"
4 bedroom detached duplex for sale,"  Ikota Villa Estate, Lekki, Lagos",Added on 26 Nov 2019,4,4,"55,000,000"
4 bedroom semi-detached duplex for sale,"  Bera Estate, Chevy View Estate, Lekki, Lagos",Added on 20 Dec 2019,4,5,"45,000,000"
4 bedroom semi-detached duplex for sale,"  Life Camp, Abuja",Added on 20 Dec 2019,4,4,"50,000,000"
House for sale,"  Greenland Estate, Olokonla, Lekki, Olokonla, Ajah, Lagos",Added on 20 Dec 2019,4,4,"32,000,000"
House for sale,"  Rehoboth Close, Behind Monastery Church, Off Cardinal Olubunmi Okogie Road, Sangotedo, Lagos, Sangotedo, Ajah, Lagos",Added on 20 Dec 2019,4,4,"28,000,000"
4 bedroom detached duplex for sale,"  Mende, Maryland, Lagos",Added on 20 Dec 2019,4,4,"60,000,000"
4 bedroom semi-detached duplex for sale,"  Palmgroove Estate, Illupeju, Ilupeju Estate, Ilupeju, Lagos",Added on 20 Dec 2019,4,4,"85,000,000"
Detached duplex for sale,"  Abeokuta Street, Off Anifowoshe Street, Ikeja, Lagos",Added on 20 Dec 2019,4,4,"90,000,000"
4 bedroom terraced duplex for sale,"  Ajah-lekki, Ado, Ajah, Lagos",Added on 20 Dec 2019,4,4,"33,000,000"
4 bedroom semi-detached duplex for sale,"  Ajah, Lagos",Added on 20 Dec 2019,4,4,"85,000,000"
4 bedroom detached duplex for sale,"  Ikota Vgc Lekki, Sangotedo, Ajah, Lagos",Added on 20 Dec 2019,4,4,"60,000,000"
?,,?,,,
2 bedroom terraced duplex for sale,"  Abijo Gra, VGC, Lekki, Lagos",Added on 23 Aug 2020,2,2,"15,000,000"
4 bedroom terraced duplex for sale,"  Lekki, Lagos",Added on 19 Dec 2019,4,4,"37,000,000"
4 bedroom terraced duplex for sale,"  Right Hand, Parkview, Ikoyi, Lagos",Added on 19 Dec 2019,4,4,"170,000,000"
House for sale,"  3 Storey Tenement Building Of 24 Rooms At Oke-itunu, Mokola, Ibadan, Oyo",Added on 19 Dec 2019,4,4,"20,000,000"
House for sale,"  Londoner Avenue, Obawole,, Fagba, Agege, Lagos",Added on 19 Dec 2019,4,4,"40,000,000"
Detached bungalow for sale,"  Tajudeen Bello Street By Toko-taya Bus-stop,, Iju-Ishaga, Agege, Lagos",Added on 19 Dec 2019,4,4,"15,000,000"
3 bedroom block of flats for sale,"  Off Williams Street, Ifako, Gbagada, Lagos",Added on 19 Dec 2019,3,2,"60,000,000"
5 bedroom detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 19 Dec 2019,5,5,"250,000,000"
4 bedroom detached duplex for sale,"  Crown Estate, Ajah, Lagos",Added on 19 Dec 2019,4,4,"56,000,000"
4 bedroom detached duplex for sale,"  Fountain Springs Monastery Road By Shoprite, Sangotedo, Ajah, Lagos",Added on 19 Dec 2019,4,4,"58,000,000"
?,"  Fountain Springs Monastery Road By Shoprite, Sangotedo, Ajah, Lagos",?,4,4,"58,000,000"
4 bedroom terraced duplex for sale,"  Osapa London, Lekki Phase 1, Osapa, Lekki, Lagos",Added on 19 Dec 2019,4,4,"40,000,000"
3 bedroom semi-detached bungalow for sale,"  Divine Homes Estate, Thomas Estate, Ajah, Lagos",Added on 19 Dec 2019,3,3,"35,000,000"
5 bedroom detached duplex for sale,"  Off Banan Island Road, Mojisola Onikoyi Estate, Ikoyi, Lagos",Added on 18 Dec 2019,5,5,"470,000,000"
3 bedroom block of flats for sale,"  Opposite Vgc, Lekki, Lagos",Added on 30 Oct 2018,3,3,"25,000,000"
Block of flats for sale,"  Harmony Street, Off Itele Road, Ado-Odo/Ota, Ogun",Added on 18 Dec 2019,3,3,"35,000,000"
5 bedroom house for sale,"  Off Queensdrive, Old Ikoyi, Ikoyi, Lagos",Added on 18 Dec 2019,5,5,"1,000,000,000"
4 bedroom semi-detached duplex for sale,"  Ologolo, Lekki, Lagos",Added on 18 Dec 2019,4,4,"45,000,000"
5 bedroom detached duplex for sale,"  Water Front, Vgc, VGC, Lekki, Lagos",Added on 18 Dec 2019,5,5,"320,000,000"
4 bedroom semi-detached duplex for sale,"  No.5, Itelorun Street, Adekunle Village, Adeniyi Jones, Ikeja, Lagos",Added on 18 Dec 2019,4,4,"90,000,000"
12 bedroom block of flats for sale,"  Ladipo Spare Parts Market, Ladipo, Mushin, Lagos",Added on 18 Dec 2019,12,21,"65,000,000"
4 bedroom detached duplex for sale,"  Igando, Akesan, Alimosho, Lagos",Added on 18 Dec 2019,4,3,"23,000,000"
?,,?,,,
3 bedroom semi-detached bungalow for sale,"  Dominon Onward Opposite Fara Park Estate, Sangotedo, Ajah, Lagos",Added on 09 Aug 2019,3,3,"16,500,000"
Semi-detached duplex for sale,"  Maryland Estate, Maryland, Lagos",Added on 18 Dec 2019,3,4,"80,000,000"
4 bedroom detached duplex for sale,"  Ologolo, Lekki, Lagos",Added on 18 Dec 2019,4,4,"55,000,000"
5 bedroom detached duplex for sale,"  Ologolo, Lekki, Lagos",Added on 18 Dec 2019,5,5,"55,000,000"
4 bedroom semi-detached duplex for sale,"  Oral Estate,by Chevron Toll Gate., Lekki Expressway, Lekki, Lagos",Added on 18 Dec 2019,4,5,"45,000,000"
5 bedroom detached duplex for sale,"  Ebute, Ikorodu, Lagos",Added on 18 Dec 2019,5,5,"40,000,000"
3 bedroom detached bungalow for sale,"  Saraha 1 Estate, Less Than 5 Minutes To The Express, Lokogoma District, Abuja",Added on 18 Dec 2019,3,3,"35,000,000"
6 bedroom detached duplex for sale,"  After Charlie Boy, Gwarinpa Estate, Gwarinpa, Abuja",Added on 18 Dec 2019,6,6,"350,000,000"
7 bedroom detached duplex for sale,"  Life Camp, Abuja",Added on 18 Dec 2019,7,7,"260,000,000"
8 bedroom detached duplex for sale,"  1st Avenue, Life Camp, Abuja",Added on 18 Dec 2019,8,8,"400,000,000"
?,"  1st Avenue, Life Camp, Abuja",?,8,8,"400,000,000"
4 bedroom detached duplex for sale,"  By Chevron Estate, Soluyi, Gbagada, Lagos",Added on 12 Jan 2019,4,7,"90,000,000"
7 bedroom detached duplex for sale,"  First Unity Estate, Badore, Ajah, Lagos",Added on 17 Dec 2019,7,6,"45,000,000"
4 bedroom semi-detached duplex for sale,"  Ajah, Lagos",Added on 17 Dec 2019,4,4,"55,000,000"
Block of flats for sale,"  Ifako, Gbagada, Lagos",Added on 17 Dec 2019,4,4,"60,000,000"
4 bedroom semi-detached duplex for sale,"  Ologolo, Lekki, Lagos",Added on 17 Dec 2019,4,4,"45,000,000"
Detached duplex for sale,"  Thompson Avenue, Old Ikoyi, Ikoyi, Lagos",Added on 17 Dec 2019,4,4,"1,400,000,000"
5 bedroom detached duplex for sale,"  Okpanam Road, Oshimili South, Delta",Added on 17 Dec 2019,5,6,"80,000,000"
4 bedroom detached duplex for sale,"  Oniru, Victoria Island (VI), Lagos",Added on 18 Jul 2019,4,5,"125,000,000"
7 bedroom detached duplex for sale,"  Idimu, Lagos",Added on 29 Nov 2019,7,8,"55,000,000"
3 bedroom detached bungalow for sale,"  29, Oba Market Road, Ring Road, Benin, Oredo, Edo",Added on 17 Dec 2019,3,3,"12,000,000"
3 bedroom detached bungalow for sale,"  29, Oba Market Road, Ring Road, Benin, Oredo, Edo",Added on 17 Dec 2019,3,3,"12,000,000"
?,,?,,,
4 bedroom terraced duplex for sale,"  Chevron, Lekki Expressway, Lekki, Lagos",Added on 28 Feb 2020,4,4,"55,000,000"
4 bedroom semi-detached duplex for sale,"  Omole Phase 2, Ikeja, Lagos",Added on 27 Oct 2019,4,4,"73,000,000"
12 bedroom detached bungalow for sale,"  Off Pipeline Road, Fagba, Agege, Lagos",Added on 17 Dec 2019,12,4,"15,000,000"
3 bedroom house for sale,"  Surulere, Lagos",Added on 17 Dec 2019,3,4,"50,000,000"
Detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 17 Dec 2019,3,5,"250,000,000"
4 bedroom semi-detached duplex for sale,"  Shell Co Operative, Off Eliozu Road, Port Harcourt, Rivers",Added on 30 Oct 2019,4,4,"38,000,000"
5 bedroom detached duplex for sale,"  Off Nta Road, Port Harcourt, Rivers",Added on 28 Oct 2019,5,5,"65,000,000"
4 bedroom detached duplex for sale,"  Eneka Road, Rukpokwu, Port Harcourt, Rivers",Added on 13 Aug 2019,4,4,"50,000,000"
5 bedroom detached duplex for sale,"  Peter Odili Road, Port Harcourt, Rivers",Added on 24 Nov 2019,5,5,"75,000,000"
5 bedroom terraced duplex for sale,"  Guzape District, Abuja",Added on 15 Nov 2019,5,6,"59,000,000"
?,"  Guzape District, Abuja",?,5,6,"59,000,000"
3 bedroom terraced duplex for sale,"  VGC, Lekki, Lagos",Added on 14 Nov 2019,3,3,"39,500,000"
5 bedroom detached duplex for sale,"  Off Babatope Bejide Street, Lekki Phase 1, Lekki, Lagos",Added on 17 Dec 2019,5,6,"260,000,000"
5 bedroom detached duplex for sale,"  Ikota Villa Estate, Lekki, Lagos",Added on 13 Nov 2019,5,6,"63,000,000"
4 bedroom semi-detached duplex for sale,"  Orchid Ikota, Lafiaji, Lekki, Lagos",Added on 14 Dec 2019,4,4,"47,000,000"
9 bedroom detached duplex for sale,"  Maitama District, Abuja",Added on 17 Dec 2019,9,9,"850,000,000"
6 bedroom detached duplex for sale,"  Zone 3, Wuse, Abuja",Added on 17 Dec 2019,6,6,"400,000,000"
1 bedroom block of flats for sale,"  Jabi, Abuja",Added on 17 Dec 2019,1,1,"12,000,000"
5 bedroom detached duplex for sale,"  Thomas Estate, Ajah, Lagos",Added on 16 Dec 2019,5,5,"60,000,000"
4 bedroom semi-detached duplex for sale,"  Road 2, Ikota Villa Estate, Lekki, Lagos",Added on 16 Dec 2019,4,5,"35,000,000"
5 bedroom detached duplex for sale,"  Alalubosa Gra, Ibadan, Oyo",Added on 16 Dec 2019,5,4,"60,000,000"
5 bedroom detached bungalow for sale,"  Idi Ishin Area Niort, Ibadan, Oyo",Added on 16 Dec 2019,5,4,"25,000,000"
?,,?,,,
4 bedroom terraced duplex for sale,"  Lekki County Homes, Ikota, Lekki, Lagos",Added on 10 Aug 2020,4,5,"38,000,000"
10 bedroom detached bungalow for sale,"  Akhionbare Street, Benin, Oredo, Edo",Added on 16 Dec 2019,10,9,"35,000,000"
5 bedroom detached duplex for sale,"  Macpherson, Old Ikoyi, Ikoyi, Lagos",Added on 16 Dec 2019,5,5,"35,000,000"
6 bedroom detached duplex for sale,"  Parkview Estate, Parkview, Ikoyi, Lagos",Added on 16 Dec 2019,6,7,"250,000,000"
4 bedroom terraced duplex for sale,"  Off Palace Way, Oniru, Victoria Island (VI), Lagos",Added on 16 Dec 2019,4,4,"110,000,000"
4 bedroom semi-detached duplex for sale,"  Bera Estate Chevron, Lekki, Lagos",Added on 16 Dec 2019,4,4,"65,000,000"
3 bedroom detached bungalow for sale,"  Maya, Ikorodu, Lagos",Added on 16 Dec 2019,3,4,"5,500,000"
3 bedroom terraced duplex for sale,"  Christ Embassy Road, Near Redemption New Auditorium, Off Lagos Ibadan Express Way., Opic, Isheri North, Lagos",Added on 16 Dec 2019,3,4,"15,900,000"
6 bedroom detached bungalow for sale,"  Lotto Junction Area By Rccg Camp Lagos/ibadan Expressway, KM 46, Ogun",Added on 16 Dec 2019,6,5,"18,000,000"
5 bedroom detached duplex for sale,"  Greenville Estate, Badore, Ajah, Lagos",Added on 16 Dec 2019,5,5,"30,000,000"
?,"  Greenville Estate, Badore, Ajah, Lagos",?,5,5,"30,000,000"
6 bedroom detached bungalow for sale,"  Imota Ikorodu, Maya, Ikorodu, Lagos",Added on 16 Dec 2019,6,6,"7,500,000"
4 bedroom detached duplex for sale,"  Allen, Ikeja, Lagos",Added on 16 Dec 2019,4,4,"75,000,000"
5 bedroom detached duplex for sale,"  Lekki County Homes, Ikota Villa Estate, Lekki, Lagos",Added on 16 Dec 2019,5,5,"120,000,000"
10 bedroom block of flats for sale,"  Igbogbo, Ikorodu, Lagos",Added on 16 Dec 2019,10,10,"35,000,000"
4 bedroom semi-detached duplex for sale,"  Osapa London Estate, Jakande, Lekki, Lagos",Added on 16 Dec 2019,4,4,"60,000,000"
5 bedroom detached duplex for sale,"  Westend Estate, Ikota Villa Estate, Lekki, Lagos",Added on 11 Dec 2019,5,5,"55,000,000"
4 bedroom terraced duplex for sale,"  Lekki, Lagos",Added on 16 Dec 2019,4,4,"40,000,000"
4 bedroom semi-detached duplex for sale,"  Fo1 Beside Military Pension Board, Kubwa, Abuja",Added on 16 Dec 2019,4,4,"43,900,000"
5 bedroom detached duplex for sale,"  Fo1 Beside Military Pension Board, Kubwa, Abuja",Added on 25 Nov 2019,5,5,"50,000,000"
5 bedroom detached bungalow for sale,"  Fed Low Cost Housing Igba, Akure Rd, Ondo West, Ondo",Added on 16 Dec 2019,5,2,"2,500,000"
Semi-detached duplex for sale,"  Ajah, Lagos",Added on 16 Dec 2019,5,2,"39,800,000"
?,,?,,,
3 bedroom semi-detached bungalow for sale,"  Dominon Onward Opposite Fara Park Estate, Sangotedo, Ajah, Lagos",Added on 09 Aug 2019,3,3,"16,500,000"
4 bedroom terraced duplex for sale,"  Close To Family Worship Center, Wuye, Abuja",Added on 16 Dec 2019,4,4,"50,000,000"
5 bedroom detached duplex for sale,"  Ikeja GRA, Ikeja, Lagos",Added on 15 Dec 2019,5,6,"145,000,000"
Block of flats for sale,"  Isolo, Lagos",Added on 15 Dec 2019,5,6,"58,000,000"
3 bedroom semi-detached bungalow for sale,"  12, Ajulor Street. Ojokoro,, Agric, Ikorodu, Lagos",Added on 15 Dec 2019,3,2,"9,000,000"
6 bedroom detached duplex for sale,"  Banana Island, Ikoyi, Lagos",Added on 15 Dec 2019,6,6,"750,000,000"
4 bedroom detached duplex for sale,"  Amen Estate 2, Eleko Beach Road, Ibeju Lekki, Lagos",Added on 14 Dec 2019,4,4,"62,000,000"
4 bedroom terraced duplex for sale,"  Ikate Elegushi, Lekki, Lagos",Added on 14 Dec 2019,4,4,"100,000,000"
5 bedroom detached duplex for sale,"  Lekki County Homes Estate Ikota Lekki, Lekki, Lagos",Added on 14 Dec 2019,5,5,"120,000,000"
3 bedroom block of flats for sale,"  Karimo, Karmo, Abuja",Added on 14 Dec 2019,3,2,"140,000,000"
?,"  Karimo, Karmo, Abuja",?,3,2,"140,000,000"
3 bedroom detached bungalow for sale,"  Kole Area Off Arulogun/ojoo Road., Ojoo, Ibadan, Oyo",Added on 14 Dec 2019,3,3,"4,500,000"
4 bedroom detached duplex for sale,"  Ilupeju, Lagos",Added on 14 Dec 2019,4,3,"150,000,000"
4 bedroom detached duplex for sale,"  Ilupeju, Lagos",Added on 14 Dec 2019,4,5,"130,000,000"
4 bedroom detached duplex for sale,"  After Chevron Toll Gate, VGC, Lekki, Lagos",Added on 14 Dec 2019,4,4,"45,000,000"
3 bedroom semi-detached duplex for sale,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",Added on 21 Nov 2019,3,4,"100,000,000"
5 bedroom detached duplex for sale,"  Canal West Estate, Osapa, Lekki, Lagos",Added on 23 Aug 2019,5,6,"79,000,000"
4 bedroom detached duplex for sale,"  Jakande, Lekki, Lagos",Added on 30 Nov 2019,4,4,"55,000,000"
6 bedroom semi-detached duplex for sale,"  3rd Avenue, Gwarinpa Estate, Gwarinpa, Abuja",Added on 14 Dec 2019,6,7,"270,000,000"
5 bedroom detached duplex for sale,"  Ikota Villa Estate, Lekki, Lagos",Added on 14 Dec 2019,5,7,"95,000,000"
4 bedroom semi-detached duplex for sale,"  Chevy View Estate, Lekki, Lagos",Added on 14 Dec 2019,4,5,"55,000,000"
3 bedroom detached bungalow for sale,"  Kontagora Estate, Isheri Olofin, Alimosho, Lagos",Added on 14 Dec 2019,3,2,"18,000,000"
?,,?,,,
5 bedroom house for sale,"  Ikate, Lekki, Lagos",Added on 26 Aug 2020,5,6,"130,000,000"
4 bedroom terraced duplex for sale,"  Surulere, Lagos",Added on 14 Dec 2019,4,6,"48,000,000"
3 bedroom terraced duplex for sale,"  Amen Estate Phase 2, Eleko, Ibeju Lekki, Lagos",Added on 13 Dec 2019,3,6,"50,000,000"
5 bedroom terraced duplex for sale,"  Lekki Gardens Phase 1, Sangotedo, Ajah, Lagos",Added on 13 Dec 2019,5,6,"65,000,000"
3 bedroom detached duplex for sale,"  Amen Estate Phase 2, Eleko, Ibeju Lekki, Lagos",Added on 13 Dec 2019,3,6,"56,000,000"
Terraced duplex for sale,"  Katampe, Abuja",Added on 13 Dec 2019,3,6,"60,000,000"
6 bedroom detached duplex for sale,"  Egbeda, Alimosho, Lagos",Added on 13 Dec 2019,6,6,"35,000,000"
5 bedroom semi-detached duplex for sale,"  Off Alexander, Old Ikoyi, Ikoyi, Lagos",Added on 11 Dec 2019,5,5,"250,000,000"
4 bedroom detached duplex for sale,"  Banana Island, Ikoyi, Lagos",Added on 13 Dec 2019,4,4,"480,000,000"
4 bedroom terraced duplex for sale,"  Off Macpherson Avenue, Ikoyi, Lagos",Added on 13 Dec 2019,4,4,"300,000,000"
?,"  Off Macpherson Avenue, Ikoyi, Lagos",?,4,4,"300,000,000"
4 bedroom terraced duplex for sale,"  Atlantic Beach Estate Behind Romay Garden Estate, Ilasan, Ikate Elegushi, Lekki, Lagos",Added on 13 Dec 2019,4,4,"60,000,000"
Detached bungalow for sale,"  Alagomeji, Yaba, Lagos",Added on 13 Dec 2019,4,4,"60,000,000"
6 bedroom detached duplex for sale,"  By Deeper Life School Exactly Opposite Blue Hills Office, Kado, Abuja",Added on 13 Dec 2019,6,7,"200,000,000"
5 bedroom detached duplex for sale,"  Admiralty Way, Lekki Phase 1, Lekki, Lagos",Added on 21 Aug 2019,5,5,"350,000,000"
4 bedroom terraced duplex for sale,"  Lekki, Lagos",Added on 13 Dec 2019,4,5,"37,000,000"
4 bedroom terraced duplex for sale,"  Lekki, Lagos",Added on 13 Dec 2019,4,4,"58,000,000"
5 bedroom detached duplex for sale,"  Area B, Behind Concord Hotel, New Owerri, Owerri, Imo",Added on 19 Jan 2019,5,5,"110,000,000"
3 bedroom detached bungalow for sale,"  Centenary City, Independence Layout, Enugu, Enugu",Added on 13 Dec 2019,3,4,"27,000,000"
9 bedroom block of flats for sale,"  Ogba, Ikeja, Lagos",Added on 13 Dec 2019,9,9,"80,000,000"
6 bedroom block of flats for sale,"  Ilupeju Estate, Ilupeju, Lagos",Added on 13 Dec 2019,6,6,"120,000,000"
3 bedroom house for sale,"  Kwarapoly Road, Heading To University Of Ilorin Teaching Hospital., Ilorin East, Kwara",Added on 12 Dec 2019,3,3,"5,000,000"
?,,?,,,
4 bedroom detached duplex for sale,"  Banana Island, Ikoyi, Lagos",Added on 02 Aug 2020,4,5,"780,000,000"
5 bedroom detached duplex for sale,"  Bogije, Ibeju Lekki, Lagos",Added on 12 Dec 2019,5,5,"37,000,000"
4 bedroom semi-detached duplex for sale,"  Oniru, Victoria Island (VI), Lagos",Added on 12 Dec 2019,4,4,"160,000,000"
4 bedroom semi-detached duplex for sale,"  Off Victoria Arobieke Street, Lekki Phase 1, Lekki, Lagos",Added on 12 Dec 2019,4,4,"75,000,000"
4 bedroom terraced duplex for sale,"  Ikate Elegushi, Lekki, Lagos",Added on 12 Dec 2019,4,4,"70,000,000"
3 bedroom house for sale,"  Lekki Gardens Phase 3 By Lbs, Lekki Phase 2, Lekki, Lagos",Added on 12 Dec 2019,3,3,"30,000,000"
5 bedroom detached duplex for sale,"  Onigbongbo, Maryland, Lagos",Added on 12 Dec 2019,5,5,"67,000,000"
House for sale,"  By Costain Close To National Theater, Surulere, Lagos",Added on 12 Dec 2019,5,5,"60,000,000"
5 bedroom detached duplex for sale,"  Banana Island, Ikoyi, Lagos",Added on 08 Dec 2019,5,5,"500,000,000"
5 bedroom detached duplex for sale,"  VGC, Lekki, Lagos",Added on 12 Dec 2019,5,5,"260,000,000"
?,"  VGC, Lekki, Lagos",?,5,5,"260,000,000"
4 bedroom detached duplex for sale,"  VGC, Lekki, Lagos",Added on 12 Dec 2019,4,5,"80,000,000"
3 bedroom block of flats for sale,"  Ebute, Ikorodu, Lagos",Added on 12 Dec 2019,3,3,"40,000,000"
